event_id,data_status,season,team,competition,match_id,match_no,date_proxy,opponent_proxy,venue_proxy,minute,second,game_state_proxy,player_name,position_group,x_120,y_80,x_m,y_m,zone_id,distance_to_goal_m,open_goal_angle_deg,in_penalty_area,in_six_yard_box,field_side,field_depth,body_part,shot_technique,play_pattern,under_pressure,one_v_one,keeper_distance_m,defender_count_in_shot_cone,big_chance_proxy,model_probability_goal,is_shot_on_target,is_goal,target_for_model
SYN_SHOT_000019,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_32,32,2025-03-28,Manchester United,away,66,38,winning,Mohamed Salah,FW,110.46,67.64,96.65,57.49,Z095,24.93,5.74,0,0,right_wing,wide_final_third,left_foot,normal,open_play,1,0,2.69,4,0,0.0038,0,0,0
SYN_SHOT_000020,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-04,West Ham United,home,20,48,drawing,Cody Gakpo,FW,115.42,21.15,100.99,17.98,Z091,16.52,6.45,1,0,left_half_space,penalty_area,right_foot,curled,open_play,1,0,4.15,1,0,0.0404,1,0,0
SYN_SHOT_000021,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-04,West Ham United,home,39,35,drawing,Diogo Jota,FW,92.3,14.45,80.76,12.28,Z074,32.55,9.63,0,0,left_wing,final_third_outside_box,left_foot,volley,counter_attack,1,0,3.9,4,0,0.0029,0,0,0
SYN_SHOT_000022,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_33,33,2025-04-02,Newcastle United,home,69,5,drawing,Dominik Szoboszlai,MF,99.32,62.44,86.91,53.07,Z079,26.29,11.06,0,0,right_wing,final_third_outside_box,head,first_time,open_play,1,0,1.25,1,0,0.003,0,0,0
SYN_SHOT_000023,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_22,22,2025-01-17,Bournemouth,away,13,43,drawing,Mohamed Salah,FW,99.6,40.24,87.15,34.2,Z077,17.85,23.17,0,0,central,final_third_outside_box,other,first_time,high_press_recovery,0,1,9.69,1,1,0.1048,0,0,0
SYN_SHOT_000024,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_21,21,2025-01-08,Aston Villa,home,69,49,winning,Mohamed Salah,FW,111.3,48.39,97.39,41.13,Z093,10.43,30.29,1,0,central,six_yard_box,right_foot,normal,open_play,0,0,1.95,1,0,0.1888,0,0,0
SYN_SHOT_000025,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-28,Chelsea,away,65,53,winning,Dominik Szoboszlai,MF,109.48,53.13,95.79,45.16,Z086,14.47,18.99,1,0,right_half_space,penalty_area,head,half_volley,open_play,1,1,6.99,2,1,0.1554,1,0,0
SYN_SHOT_000026,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_26,26,2025-02-16,Crystal Palace,away,12,46,drawing,Conor Bradley,DF,102.23,61.66,89.45,52.41,Z087,24.1,11.35,1,0,right_wing,wide_final_third,right_foot,curled,free_kick_indirect,1,0,1.2,1,0,0.0121,0,0,0
SYN_SHOT_000027,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_20,20,2025-01-01,Arsenal,away,1,2,losing,Luis Díaz,FW,103.46,31.46,90.53,26.74,Z084,16.19,23.07,1,0,central,penalty_area,other,normal,counter_attack,0,0,3.45,2,0,0.0533,0,0,0
SYN_SHOT_000028,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_17,17,2024-12-15,Tottenham Hotspur,home,44,30,winning,Mohamed Salah,FW,108.52,42.56,94.96,36.18,Z085,10.28,38.56,1,0,central,penalty_area,left_foot,normal,open_play,0,0,3.37,1,0,0.3498,1,0,0
SYN_SHOT_000029,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_35,35,2025-04-16,Southampton,home,46,28,winning,Mohamed Salah,FW,104.95,35.45,91.83,30.13,Z084,13.73,28.85,1,0,central,penalty_area,right_foot,normal,open_play,0,0,0.74,2,0,0.1632,0,0,0
SYN_SHOT_000030,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-22,Brighton,home,70,31,drawing,Luis Díaz,FW,97.99,62.79,85.74,53.37,Z079,27.32,10.89,0,0,right_wing,final_third_outside_box,left_foot,normal,open_play,1,0,2.24,2,0,0.0043,0,0,0
SYN_SHOT_000031,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-05,Southampton,away,23,36,winning,Mohamed Salah,FW,113.78,49.13,99.56,41.76,Z093,9.48,27.51,1,1,central,six_yard_box,left_foot,first_time,open_play,0,0,2.98,0,1,0.6705,1,1,1
SYN_SHOT_000032,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-07,Ipswich Town,home,68,9,losing,Mohamed Salah,FW,101.34,61.37,88.67,52.17,Z087,24.42,11.58,1,0,right_wing,wide_final_third,left_foot,normal,high_press_recovery,0,1,5.74,2,1,0.1383,0,0,0
SYN_SHOT_000033,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_36,36,2025-04-23,Tottenham Hotspur,away,19,17,drawing,Mohamed Salah,FW,102.1,13.02,89.34,11.06,Z082,27.77,8.6,0,0,left_wing,wide_final_third,head,half_volley,open_play,0,0,2.34,1,0,0.0042,0,0,0
SYN_SHOT_000034,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_34,34,2025-04-10,Nottingham Forest,away,32,28,drawing,Diogo Jota,FW,110.56,35.39,96.74,30.08,Z092,9.14,40.77,1,0,central,six_yard_box,head,normal,corner,0,0,1.2,3,0,0.1164,1,0,0
SYN_SHOT_000035,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_10,10,2024-10-23,Ipswich Town,away,66,26,winning,Conor Bradley,DF,110.66,43.93,96.83,37.34,Z093,8.83,42.82,1,0,central,six_yard_box,right_foot,placed,corner,0,0,2.35,5,0,0.1402,0,0,0
SYN_SHOT_000036,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-07,Chelsea,home,40,58,losing,Cody Gakpo,FW,77.13,13.1,67.49,11.13,Z058,43.93,8.15,0,0,left_wing,middle_third,right_foot,normal,open_play,0,0,3.23,3,0,0.0007,0,0,0
SYN_SHOT_000037,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_11,11,2024-11-03,Leicester City,home,23,2,winning,Diogo Jota,FW,109.76,17.22,96.04,14.64,Z082,21.33,8.44,1,0,left_wing,wide_final_third,right_foot,curled,open_play,0,0,3.23,1,0,0.0397,1,0,0
SYN_SHOT_000038,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-02,West Ham United,home,51,1,winning,Cody Gakpo,FW,100.2,1.4,87.67,1.19,Z081,37.11,5.31,0,0,left_wing,wide_final_third,right_foot,curled,free_kick_indirect,1,0,0.5,2,0,0.0012,1,0,0
SYN_SHOT_000039,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_26,26,2025-02-13,Crystal Palace,away,41,48,losing,Cody Gakpo,FW,106.93,49.84,93.57,42.37,Z085,14.17,24.07,1,0,central,penalty_area,other,first_time,open_play,0,0,2.1,1,0,0.0422,1,0,0
SYN_SHOT_000040,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_14,14,2024-11-21,Newcastle United,away,29,27,drawing,Virgil van Dijk,DF,95.31,39.72,83.4,33.76,Z076,21.6,19.23,0,0,central,final_third_outside_box,right_foot,normal,open_play,0,0,0.5,4,0,0.007,0,0,0
SYN_SHOT_000041,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_33,33,2025-04-03,Newcastle United,home,17,9,losing,Mohamed Salah,FW,110.91,37.33,97.04,31.73,Z092,8.27,46.61,1,0,central,six_yard_box,left_foot,normal,open_play,0,0,2.02,0,0,0.4561,1,0,0
SYN_SHOT_000042,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_17,17,2024-12-14,Tottenham Hotspur,home,75,30,drawing,Federico Chiesa,FW,84.56,23.57,73.99,20.03,Z067,34.01,11.23,0,0,left_half_space,final_third_outside_box,right_foot,normal,open_play,0,0,2.44,1,0,0.0026,0,0,0
SYN_SHOT_000043,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_30,30,2025-03-12,Leicester City,away,43,12,winning,Cody Gakpo,FW,107.9,51.23,94.41,43.54,Z086,14.25,22.21,1,0,right_half_space,penalty_area,head,normal,open_play,0,0,0.5,3,0,0.0376,1,0,0
SYN_SHOT_000044,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_35,35,2025-04-18,Southampton,home,32,13,winning,Cody Gakpo,FW,99.6,47.17,87.15,40.09,Z077,18.86,20.89,0,0,central,final_third_outside_box,left_foot,normal,throw_in,1,0,3.3,0,0,0.0351,1,0,0
SYN_SHOT_000045,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-25,Chelsea,away,46,14,drawing,Cody Gakpo,FW,92.89,59.55,81.28,50.62,Z078,28.96,11.88,0,0,right_half_space,final_third_outside_box,right_foot,normal,open_play,0,0,1.19,3,0,0.0034,0,0,0
SYN_SHOT_000046,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_28,28,2025-03-02,Fulham,away,53,47,drawing,Mohamed Salah,FW,113.55,50.19,99.36,42.66,Z094,10.34,23.84,1,0,right_half_space,penalty_area,left_foot,normal,open_play,1,0,0.5,2,0,0.1183,0,0,0
SYN_SHOT_000047,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-16,Fulham,home,64,41,winning,Mohamed Salah,FW,91.54,38.33,80.1,32.58,Z076,24.94,16.67,0,0,central,final_third_outside_box,other,volley,open_play,1,0,3.25,3,0,0.004,0,0,0
SYN_SHOT_000048,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-26,Chelsea,away,93,50,winning,Cody Gakpo,FW,115.69,40.62,101.23,34.53,Z093,3.8,87.75,1,1,central,six_yard_box,right_foot,volley,open_play,0,0,5.12,3,0,0.8238,1,1,1
SYN_SHOT_000049,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_36,36,2025-04-23,Tottenham Hotspur,away,35,31,winning,Diogo Jota,FW,88.38,45.13,77.33,38.36,Z069,28.01,14.72,0,0,central,final_third_outside_box,left_foot,placed,open_play,1,0,5.39,3,0,0.0058,0,0,0
SYN_SHOT_000050,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-06,Chelsea,home,9,44,drawing,Luis Díaz,FW,99.54,33.92,87.1,28.83,Z076,18.63,21.44,0,0,central,final_third_outside_box,head,chip,counter_attack,1,0,6.11,0,0,0.029,0,0,0
SYN_SHOT_000051,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_31,31,2025-03-22,Manchester City,home,60,23,winning,Darwin Núñez,FW,102.7,55.5,89.86,47.18,Z086,20.07,15.88,1,0,right_half_space,penalty_area,head,normal,open_play,1,0,3.3,0,0,0.0274,0,0,0
SYN_SHOT_000052,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_02,2,2024-08-29,Aston Villa,away,70,14,winning,Federico Chiesa,FW,85.76,57.45,75.04,48.83,Z070,33.43,11.23,0,0,right_half_space,final_third_outside_box,left_foot,normal,counter_attack,0,0,3.3,4,0,0.0031,0,0,0
SYN_SHOT_000053,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_12,12,2024-11-09,Manchester City,away,74,54,losing,Darwin Núñez,FW,82.16,46.07,71.89,39.16,Z069,33.51,12.32,0,0,central,final_third_outside_box,right_foot,volley,high_press_recovery,1,0,1.3,1,0,0.0031,1,0,0
SYN_SHOT_000054,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-22,Brighton,home,50,44,winning,Luis Díaz,FW,108.77,37.64,95.17,31.99,Z084,10.03,39.52,1,0,central,penalty_area,left_foot,power,open_play,1,0,0.5,2,0,0.1931,1,0,0
SYN_SHOT_000055,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_08,8,2024-10-10,Everton,away,13,51,losing,Cody Gakpo,FW,118.23,9.91,103.45,8.42,Z089,25.63,1.01,0,0,left_wing,wide_final_third,left_foot,power,open_play,0,0,1.77,3,0,0.0035,1,0,0
SYN_SHOT_000056,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_14,14,2024-11-20,Newcastle United,away,9,28,losing,Federico Chiesa,FW,99.37,38.59,86.95,32.8,Z076,18.09,22.83,0,0,central,final_third_outside_box,left_foot,normal,open_play,0,0,4.4,3,0,0.0257,0,0,0
SYN_SHOT_000057,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-29,Chelsea,away,36,28,winning,Cody Gakpo,FW,102.66,61.93,89.83,52.64,Z087,24.03,11.14,1,0,right_wing,wide_final_third,right_foot,volley,throw_in,0,0,5.71,3,0,0.0184,0,0,0
SYN_SHOT_000058,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_34,34,2025-04-09,Nottingham Forest,away,76,7,winning,Luis Díaz,FW,112.63,24.0,98.55,20.4,Z091,15.05,12.5,1,0,left_half_space,penalty_area,right_foot,normal,open_play,0,0,3.6,2,0,0.0764,0,0,0
SYN_SHOT_000059,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_23,23,2025-01-22,Brentford,home,28,53,drawing,Mohamed Salah,FW,104.38,53.93,91.33,45.84,Z086,18.08,17.69,1,0,right_half_space,penalty_area,head,normal,high_press_recovery,0,0,4.18,2,0,0.0601,0,0,0
SYN_SHOT_000060,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_27,27,2025-02-21,Everton,home,25,7,winning,Mohamed Salah,FW,113.67,46.06,99.46,39.15,Z093,7.56,42.77,1,0,central,six_yard_box,left_foot,normal,counter_attack,0,0,0.96,0,0,0.5075,1,1,1
SYN_SHOT_000061,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_30,30,2025-03-12,Leicester City,away,27,40,losing,Mohamed Salah,FW,92.19,34.17,80.67,29.04,Z076,24.83,16.45,0,0,central,final_third_outside_box,right_foot,normal,open_play,0,0,4.68,3,0,0.0132,0,0,0
SYN_SHOT_000062,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-03,West Ham United,home,17,56,losing,Mohamed Salah,FW,113.24,41.63,99.08,35.39,Z093,6.08,61.49,1,0,central,six_yard_box,left_foot,normal,open_play,0,0,1.08,5,0,0.466,1,1,1
SYN_SHOT_000063,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_24,24,2025-02-01,Brighton,away,30,15,drawing,Mohamed Salah,FW,104.58,58.12,91.5,49.4,Z086,20.48,13.68,1,0,right_half_space,penalty_area,left_foot,normal,open_play,1,0,5.4,0,0,0.0494,1,0,0
SYN_SHOT_000064,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-19,Brighton,home,28,11,winning,Trent Kone-Doherty,FW,103.6,62.96,90.65,53.52,Z087,24.23,10.38,1,0,right_wing,wide_final_third,left_foot,normal,open_play,0,0,3.0,1,0,0.0164,1,0,0
SYN_SHOT_000065,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-27,Chelsea,away,24,30,drawing,Luis Díaz,FW,103.04,73.16,90.16,62.19,Z088,31.86,6.19,0,0,right_wing,wide_final_third,right_foot,placed,open_play,1,0,4.83,1,0,0.0029,0,0,0
SYN_SHOT_000066,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_13,13,2024-11-16,Manchester United,home,87,49,winning,Diogo Jota,FW,89.55,15.8,78.36,13.43,Z066,33.66,9.88,0,0,left_wing,final_third_outside_box,head,normal,open_play,0,0,4.84,1,0,0.0029,1,0,0
SYN_SHOT_000067,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-16,Fulham,home,81,46,winning,Mohamed Salah,FW,91.11,34.88,79.72,29.65,Z076,25.65,16.02,0,0,central,final_third_outside_box,head,curled,counter_attack,0,0,5.29,2,0,0.0151,0,0,0
SYN_SHOT_000068,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_21,21,2025-01-11,Aston Villa,home,30,22,winning,Luis Díaz,FW,98.21,49.93,85.93,42.44,Z077,20.85,18.32,0,0,central,final_third_outside_box,left_foot,normal,open_play,0,0,3.13,2,0,0.0215,0,0,0
SYN_SHOT_000069,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_07,7,2024-10-06,Crystal Palace,home,91,52,winning,James McConnell,MF,106.09,15.88,92.83,13.5,Z082,23.84,9.12,0,0,left_wing,wide_final_third,right_foot,volley,open_play,0,0,6.04,0,0,0.0128,0,0,0
SYN_SHOT_000070,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_15,15,2024-11-29,Nottingham Forest,home,28,25,drawing,Mohamed Salah,FW,92.19,41.93,80.67,35.64,Z077,24.39,17.03,0,0,central,final_third_outside_box,left_foot,normal,direct_free_kick,1,0,4.34,1,0,0.0122,1,1,1
SYN_SHOT_000071,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_01,1,2024-08-22,Arsenal,home,74,38,winning,Darwin Núñez,FW,115.56,35.89,101.11,30.51,Z092,5.23,63.96,1,1,central,six_yard_box,left_foot,normal,free_kick_indirect,0,0,1.13,1,1,0.8921,1,1,1
SYN_SHOT_000072,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_04,4,2024-09-13,Brentford,away,8,8,losing,Mohamed Salah,FW,101.4,76.51,88.73,65.03,Z088,35.04,5.6,0,0,right_wing,wide_final_third,left_foot,volley,open_play,1,0,2.47,1,0,0.0018,1,0,0
SYN_SHOT_000073,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_18,18,2024-12-21,West Ham United,away,19,51,drawing,Dominik Szoboszlai,MF,113.87,25.59,99.64,21.75,Z091,13.38,13.35,1,0,left_half_space,penalty_area,right_foot,normal,free_kick_indirect,0,0,3.82,0,0,0.109,0,0,0
SYN_SHOT_000074,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_21,21,2025-01-10,Aston Villa,home,91,22,winning,Jayden Danns,FW,112.28,49.89,98.24,42.41,Z093,10.79,25.66,1,0,central,six_yard_box,left_foot,curled,open_play,0,0,1.84,4,0,0.0758,0,0,0
SYN_SHOT_000075,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-02,West Ham United,home,28,39,drawing,Luis Díaz,FW,107.71,67.83,94.25,57.66,Z087,25.99,6.78,0,0,right_wing,wide_final_third,left_foot,first_time,open_play,0,0,4.23,3,0,0.0053,0,0,0
SYN_SHOT_000076,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_04,4,2024-09-14,Brentford,away,63,56,winning,Alexis Mac Allister,MF,108.18,30.4,94.65,25.84,Z084,13.18,25.3,1,0,central,penalty_area,right_foot,volley,high_press_recovery,1,0,0.5,1,0,0.0789,0,0,0
SYN_SHOT_000077,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_34,34,2025-04-13,Nottingham Forest,away,81,33,winning,Mohamed Salah,FW,72.84,45.41,63.73,38.6,Z061,41.52,10.01,0,0,central,middle_third,head,placed,open_play,0,0,0.72,3,0,0.0007,0,0,0
